Project Name,Package Name,Architecture Smell,Cause of the Smell
temp,org.apache.shiro.codec,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: org.apache.shiro.codec; org.apache.shiro.util
temp,org.apache.shiro.samples.aspectj.bank,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [Account; AccountTransaction; SecureBankService]; [AccountNotFoundException]; [BankServerRunner]; [BankService]; [TxLog]; [BankServiceException]; [InactiveAccountException]; [NotEnoughFundsException]; [SecureBankServiceTest]. LCC (Lack of Component Cohesion) = 0.82
temp,org.apache.shiro.samples.spring,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [CliApp; QuickStart]; [SimpleService]; [SampleManager]; [BootstrapDataPopulator]; [DefaultSampleManager]; [BootstrapDataPopulator]; [DefaultSampleManager]. LCC (Lack of Component Cohesion) = 0.88
temp,org.apache.shiro.samples,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [CliApp; QuickStart]; [SimpleService]; [AccountInfoController]; [HelloController]; [LoginController]; [RestrictedErrorController]; [WebApp]; [ContainerIntegrationIT]. LCC (Lack of Component Cohesion) = 0.89
temp,org.apache.shiro.samples.sprhib.web,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [CurrentUserInterceptor]; [EditUserCommand; EditUserValidator]; [HomeController]; [LoginCommand; LoginValidator]; [ManageUsersController]; [SecurityController]; [SignupCommand; SignupValidator]; [SignupController]. LCC (Lack of Component Cohesion) = 0.73
temp,org.apache.shiro.samples.spring.web,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [IndexController]; [JnlpController]; [LoginController]; [LogoutController]; [RootRedirectController]; [IndexController]; [JnlpController]; [LoginCommand]; [LoginController]; [LogoutController]; [SessionValueCommand]. LCC (Lack of Component Cohesion) = 1.0
temp,org.apache.shiro.aspectj,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [ShiroAnnotationAuthorizingAspect]; [AspectjAnnotationsAuthorizingMethodInterceptor; BeforeAdviceMethodInvocationAdapter; DummyServiceTest]; [DummyService]; [RestrictedDummyService]; [SecuredDummyService]. LCC (Lack of Component Cohesion) = 0.71
temp,org.apache.shiro.guice.aop,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [AopAllianceMethodInterceptorAdapter]; [AopAllianceMethodInvocationAdapter; AopAllianceMethodInterceptorAdapterTest]; [ShiroAopModule]; [AopAllianceMethodInvocationAdapterTest]; [ShiroAopModuleTest; MyAnnotationMethodInterceptor]; [MyAnnotationHandler]. LCC (Lack of Component Cohesion) = 0.75
temp,org.apache.shiro.guice,God Component,The tool detected the smell in this component because the component contains high number of classes. Number of classes in the component are: 34
temp,org.apache.shiro.guice,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: org.apache.shiro.guice; org.apache.shiro.guice.web
temp,org.apache.shiro.guice,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [BeanTypeListener; BeanTypeKey; ShiroMatchers; ShiroModule; BeanTypeListenerTest; SomeInjectableBean; ShiroMatchersTest; MatchingClass; NotMatchingClass; DestroyableInjectionListener; LifecycleTypeListener; DestroyableInjectionListenerTest; LifecycleTypeListenerTest; MyInitializable; MyDestroyable; ShiroModuleTest; MockRealm; MyDefaultSecurityManager; MyDefaultSessionManager; MyEnvironment; MockEventListener1; MockEventListener2; MockEventBusAware; GuiceEnvironment; GuiceEnvironmentTest; InitializableInjectionListener]; [DestroyableRegistry]; [SubscribedEventTypeListener]; [EventBusAwareTypeListener]; [ShiroSessionScope]; [InitializableInjectionListenerTest]; [MyDestroyable]; [ShiroSessionScopeTest; SomeClass]. LCC (Lack of Component Cohesion) = 0.24
temp,org.apache.shiro.guice.web,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: org.apache.shiro.guice.web; org.apache.shiro.guice
temp,org.apache.shiro.guice.web,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): org.apache.shiro.guice
temp,org.apache.shiro.guice.web,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [AbstractInjectionProvider]; [FilterChainResolverProvider]; [GuiceShiroFilter; ShiroWebModule; WebGuiceEnvironment; DefaultFiltersTest; FilterConfigTest; GuiceShiroFilterTest; ShiroWebModuleTest; MyDefaultWebSecurityManager; MyWebEnvironment; CustomFilter; WebGuiceEnvironmentTest; SimpleFilterChain; SimpleFilterChainResolver; FilterChainResolverProviderTest]; [PathMatchingFilterProvider]; [FilterConfig]; [FilterConfigKey]; [AbstractInjectionProviderTest; SomeInjectedClass]; [PathMatchingFilterProviderTest]; [MyDefaultWebSessionManager]; [SimpleFilterChainResolverTest]; [SimpleFilterChainTest]. LCC (Lack of Component Cohesion) = 0.44
temp,org.apache.shiro.web.jaxrs,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [AnnotationAuthorizationFilter]; [ExceptionMapper; ShiroFeature; SubjectPrincipalRequestFilter; ShiroAnnotationFilterFeature]; [ShiroSecurityContext]; [ObjectPrincipal]; [ShiroSecurityContextTest]; [TestPrincipal]; [SubjectPrincipalRequestFilterTest]; [UnauthorizedExceptionExceptionMapperTest]. LCC (Lack of Component Cohesion) = 0.73
temp,org.apache.shiro.spring.config,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [AbstractShiroAnnotationProcessorConfiguration]; [AbstractShiroBeanConfiguration; ShiroBeanConfiguration]; [AbstractShiroConfiguration]; [ShiroAnnotationProcessorConfiguration]; [ShiroConfiguration]; [EventBusConsumersTestConfiguration; EventBusAwareObject; EventSubscriber]; [EventBusTestConfiguration]; [OptionalComponentsTestConfiguration]; [RealmTestConfiguration]; [ShiroBeanConfigurationTest]; [ShiroConfigurationTest]; [ShiroConfigurationWithOptionalComponentsTest]; [ShiroEventBusAwareBeanPostProcessorTest]; [ShiroWebConfigurationTest]; [ShiroWebFilterConfigurationTest]; [FilterConfiguration]; [ExpectedTestFilter]. LCC (Lack of Component Cohesion) = 0.85
temp,org.apache.shiro.spring.security.interceptor,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [AopAllianceAnnotationsAuthorizingMethodInterceptor; AuthorizationAttributeSourceAdvisor]; [AbstractAuthorizationAnnotationTest; DapcAuthorizationAnnotationTest; SchemaAuthorizationAnnotationTest]; [AuthorizationAttributeSourceAdvisorTest; Secured; ServiceInterface; ServiceImpl; SafeServiceInterface; SafeServiceImpl]; [DefaultTestService]; [TestService]. LCC (Lack of Component Cohesion) = 0.38
temp,org.apache.shiro.spring.web.config,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [AbstractShiroWebConfiguration]; [AbstractShiroWebFilterConfiguration; ShiroWebFilterConfiguration]; [DefaultShiroFilterChainDefinition]; [ShiroFilterChainDefinition]; [ShiroWebConfiguration]; [CacheManagerConfiguration]; [DefaultShiroFilterChainDefinitionTest]; [ShiroWebConfigurationTest]; [ShiroWebConfigurationWithCacheTest]. LCC (Lack of Component Cohesion) = 0.9
