Project Name,Package Name,Architecture Smell,Cause of the Smell
temp,org.apache.ki.realm,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: org.apache.ki.realm; org.apache.ki.authc.credential; org.apache.ki.authc; org.apache.ki.subject; org.apache.ki.mgt
temp,org.apache.ki.realm,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): org.apache.ki.mgt
temp,org.apache.ki.realm,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [AuthenticatingRealm; AuthorizingRealm; CachingRealm; Realm; SimpleAccountRealm; AuthorizingRealmTest; AllowAllRealm; UserIdPrincipal; UsernamePrincipal]; [RealmFactory]. LCC (Lack of Component Cohesion) = 0.2
temp,org.apache.ki.session,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [ExpiredSessionException; StoppedSessionException; InvalidSessionException; ReplacedSessionException; SessionException; UnknownSessionException]; [ProxiedSession; Session; SessionListener; SessionListenerRegistrar]. LCC (Lack of Component Cohesion) = 0.2
temp,org.apache.ki.session.mgt,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: org.apache.ki.session.mgt; org.apache.ki.util; org.apache.ki.mgt
temp,org.apache.ki.session.mgt,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: org.apache.ki.session.mgt; org.apache.ki.util; org.apache.ki.subject; org.apache.ki.mgt
temp,org.apache.ki.session.mgt,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): org.apache.ki.session.mgt.eis
temp,org.apache.ki.session.mgt.eis,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: org.apache.ki.session.mgt.eis; org.apache.ki.util; org.apache.ki.mgt; org.apache.ki.session.mgt
temp,org.apache.ki.session.mgt.eis,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: org.apache.ki.session.mgt.eis; org.apache.ki.cache; org.apache.ki.util; org.apache.ki.mgt; org.apache.ki.session.mgt
temp,org.apache.ki.subject,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: org.apache.ki.subject; org.apache.ki.mgt
temp,org.apache.ki.subject,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: org.apache.ki.subject; org.apache.ki.mgt; org.apache.ki.authc
