Project Name,Package Name,Type Name,NOF,NOPF,NOM,NOPM,LOC,WMC,NC,DIT,LCOM,FANIN,FANOUT,File path,Line no
temp,org.apache.shiro.realm,AuthenticatingRealmIntegrationTest,0,0,3,3,9,3,0,0,-1.0,0,0,C:\Users\qurra\temp\temp\core\target\generated-sources\groovy-stubs\test\org\apache\shiro\realm\AuthenticatingRealmIntegrationTest.java,10
temp,org.apache.shiro.realm,AuthenticatingRealmTest,0,0,27,25,70,27,0,0,-1.0,0,0,C:\Users\qurra\temp\temp\core\target\generated-sources\groovy-stubs\test\org\apache\shiro\realm\AuthenticatingRealmTest.java,12
temp,org.apache.shiro.realm,TestAuthenticatingRealm,0,0,9,8,27,9,0,0,-1.0,0,0,C:\Users\qurra\temp\temp\core\target\generated-sources\groovy-stubs\test\org\apache\shiro\realm\AuthenticatingRealmTest.java,31
temp,org.apache.shiro.realm,NoLookupAuthenticatingRealm,0,0,3,2,10,3,0,0,-1.0,0,0,C:\Users\qurra\temp\temp\core\target\generated-sources\groovy-stubs\test\org\apache\shiro\realm\AuthenticatingRealmTest.java,57
temp,org.apache.shiro.realm,CachingRealmTest,0,0,22,20,57,22,0,0,-1.0,0,0,C:\Users\qurra\temp\temp\core\target\generated-sources\groovy-stubs\test\org\apache\shiro\realm\CachingRealmTest.java,11
temp,org.apache.shiro.realm,TestCachingRealm,0,0,14,12,38,14,0,0,-1.0,0,0,C:\Users\qurra\temp\temp\core\target\generated-sources\groovy-stubs\test\org\apache\shiro\realm\CachingRealmTest.java,23
temp,org.apache.shiro.realm,TestAuthenticatingRealm,0,0,5,4,15,5,0,0,-1.0,0,0,C:\Users\qurra\temp\temp\core\target\generated-sources\groovy-stubs\test\org\apache\shiro\realm\TestAuthenticatingRealm.java,9
temp,org.apache.shiro.crypto.cipher,AesCipherServiceTest,0,0,17,17,37,17,0,0,-1.0,0,0,C:\Users\qurra\temp\temp\crypto\cipher\target\generated-sources\groovy-stubs\test\org\apache\shiro\crypto\cipher\AesCipherServiceTest.java,10
temp,org.apache.shiro.crypto.cipher,BlowfishCipherServiceTest,0,0,4,4,11,4,0,0,-1.0,0,0,C:\Users\qurra\temp\temp\crypto\cipher\target\generated-sources\groovy-stubs\test\org\apache\shiro\crypto\cipher\BlowfishCipherServiceTest.java,10
temp,org.apache.shiro.crypto.cipher,JcaCipherServiceTest,0,0,3,3,9,3,0,0,-1.0,0,0,C:\Users\qurra\temp\temp\crypto\cipher\target\generated-sources\groovy-stubs\test\org\apache\shiro\crypto\cipher\JcaCipherServiceTest.java,10
temp,org.apache.shiro.crypto,SecureRandomNumberGeneratorTest,0,0,5,5,13,5,0,0,-1.0,0,0,C:\Users\qurra\temp\temp\crypto\core\target\generated-sources\groovy-stubs\test\org\apache\shiro\crypto\SecureRandomNumberGeneratorTest.java,10
temp,org.apache.shiro.crypto.hash,DefaultHashServiceTest,0,0,11,9,27,11,0,0,-1.0,0,0,C:\Users\qurra\temp\temp\crypto\hash\target\generated-sources\groovy-stubs\test\org\apache\shiro\crypto\hash\DefaultHashServiceTest.java,10
temp,org.apache.shiro.crypto.hash,HashRequestBuilderTest,0,0,4,4,11,4,0,0,-1.0,0,0,C:\Users\qurra\temp\temp\crypto\hash\target\generated-sources\groovy-stubs\test\org\apache\shiro\crypto\hash\HashRequestBuilderTest.java,10
temp,org.apache.shiro.crypto.hash.format,Base64FormatTest,0,0,4,4,11,4,0,0,-1.0,0,0,C:\Users\qurra\temp\temp\crypto\hash\target\generated-sources\groovy-stubs\test\org\apache\shiro\crypto\hash\format\Base64FormatTest.java,11
temp,org.apache.shiro.crypto.hash.format,DefaultHashFormatFactoryTest,0,0,14,14,31,14,0,0,-1.0,0,0,C:\Users\qurra\temp\temp\crypto\hash\target\generated-sources\groovy-stubs\test\org\apache\shiro\crypto\hash\format\DefaultHashFormatFactoryTest.java,10
temp,org.apache.shiro.crypto.hash.format,HexFormatTest,0,0,4,4,11,4,0,0,-1.0,0,0,C:\Users\qurra\temp\temp\crypto\hash\target\generated-sources\groovy-stubs\test\org\apache\shiro\crypto\hash\format\HexFormatTest.java,11
temp,org.apache.shiro.crypto.hash.format,ProvidedHashFormatTest,0,0,4,4,11,4,0,0,-1.0,0,0,C:\Users\qurra\temp\temp\crypto\hash\target\generated-sources\groovy-stubs\test\org\apache\shiro\crypto\hash\format\ProvidedHashFormatTest.java,10
temp,org.apache.shiro.crypto.hash.format,Shiro1CryptFormatTest,0,0,11,11,25,11,0,0,-1.0,0,0,C:\Users\qurra\temp\temp\crypto\hash\target\generated-sources\groovy-stubs\test\org\apache\shiro\crypto\hash\format\Shiro1CryptFormatTest.java,10
temp,org.apache.shiro.crypto.hash.format,ToStringHashFormat,0,0,3,3,10,3,0,0,-1.0,0,0,C:\Users\qurra\temp\temp\crypto\hash\target\generated-sources\groovy-stubs\test\org\apache\shiro\crypto\hash\format\ToStringHashFormat.java,9
temp,org.apache.shiro.crypto.support.hashes.argon2,Argon2HashTest,0,0,5,5,13,5,0,0,-1.0,0,0,C:\Users\qurra\temp\temp\crypto\support\hashes\argon2\target\generated-sources\groovy-stubs\test\org\apache\shiro\crypto\support\hashes\argon2\Argon2HashTest.java,10
temp,org.apache.shiro.crypto.support.hashes.bcrypt,BCryptHashTest,0,0,6,6,15,6,0,0,-1.0,0,0,C:\Users\qurra\temp\temp\crypto\support\hashes\bcrypt\target\generated-sources\groovy-stubs\test\org\apache\shiro\crypto\support\hashes\bcrypt\BCryptHashTest.java,12
temp,org.apache.shiro.event,EventTest,0,0,6,6,19,6,0,0,-1.0,0,0,C:\Users\qurra\temp\temp\event\target\generated-sources\groovy-stubs\test\org\apache\shiro\event\EventTest.java,11
temp,org.apache.shiro.event,DummyEvent,0,0,3,3,10,3,0,0,-1.0,0,0,C:\Users\qurra\temp\temp\event\target\generated-sources\groovy-stubs\test\org\apache\shiro\event\EventTest.java,18
temp,org.apache.shiro.event.support,AnnotationEventListenerResolverTest,0,0,5,5,13,5,0,0,-1.0,0,0,C:\Users\qurra\temp\temp\event\target\generated-sources\groovy-stubs\test\org\apache\shiro\event\support\AnnotationEventListenerResolverTest.java,10
temp,org.apache.shiro.event.support,BarEvent,0,0,3,3,10,3,1,1,-1.0,1,0,C:\Users\qurra\temp\temp\event\target\generated-sources\groovy-stubs\test\org\apache\shiro\event\support\BarEvent.java,9
temp,org.apache.shiro.event.support,BazEvent,0,0,3,3,10,3,0,2,-1.0,1,0,C:\Users\qurra\temp\temp\event\target\generated-sources\groovy-stubs\test\org\apache\shiro\event\support\BazEvent.java,9
temp,org.apache.shiro.event.support,DefaultEventBusTest,0,0,17,17,38,17,0,0,-1.0,0,0,C:\Users\qurra\temp\temp\event\target\generated-sources\groovy-stubs\test\org\apache\shiro\event\support\DefaultEventBusTest.java,11
temp,org.apache.shiro.event.support,ErroneouslyAnnotatedSubscriber,0,0,3,3,9,3,0,0,-1.0,0,1,C:\Users\qurra\temp\temp\event\target\generated-sources\groovy-stubs\test\org\apache\shiro\event\support\ErroneouslyAnnotatedSubscriber.java,9
temp,org.apache.shiro.event.support,ErrorCausingEvent,0,0,2,2,7,2,0,0,-1.0,2,0,C:\Users\qurra\temp\temp\event\target\generated-sources\groovy-stubs\test\org\apache\shiro\event\support\ErrorCausingEvent.java,9
temp,org.apache.shiro.event.support,EventClassComparatorTest,0,0,12,12,28,12,0,0,-1.0,0,0,C:\Users\qurra\temp\temp\event\target\generated-sources\groovy-stubs\test\org\apache\shiro\event\support\EventClassComparatorTest.java,10
temp,org.apache.shiro.event.support,EventListenerComparatorTest,0,0,12,12,28,12,0,0,-1.0,0,0,C:\Users\qurra\temp\temp\event\target\generated-sources\groovy-stubs\test\org\apache\shiro\event\support\EventListenerComparatorTest.java,11
temp,org.apache.shiro.event.support,ExceptionThrowingSubscriber,0,0,3,3,9,3,0,1,-1.0,0,1,C:\Users\qurra\temp\temp\event\target\generated-sources\groovy-stubs\test\org\apache\shiro\event\support\ExceptionThrowingSubscriber.java,9
temp,org.apache.shiro.event.support,FooEvent,0,0,3,3,10,3,1,0,-1.0,2,0,C:\Users\qurra\temp\temp\event\target\generated-sources\groovy-stubs\test\org\apache\shiro\event\support\FooEvent.java,9
temp,org.apache.shiro.event.support,InvalidMethodModifierSubscriber,0,0,3,2,9,3,0,0,-1.0,0,0,C:\Users\qurra\temp\temp\event\target\generated-sources\groovy-stubs\test\org\apache\shiro\event\support\InvalidMethodModifierSubscriber.java,9
temp,org.apache.shiro.event.support,NotAnnotatedSubscriber,0,0,3,3,9,3,0,0,-1.0,0,0,C:\Users\qurra\temp\temp\event\target\generated-sources\groovy-stubs\test\org\apache\shiro\event\support\NotAnnotatedSubscriber.java,9
temp,org.apache.shiro.event.support,SimpleEvent,0,0,2,2,7,2,0,0,-1.0,1,0,C:\Users\qurra\temp\temp\event\target\generated-sources\groovy-stubs\test\org\apache\shiro\event\support\SimpleEvent.java,9
temp,org.apache.shiro.event.support,SimpleSubscriber,0,0,6,6,16,6,0,0,-1.0,0,1,C:\Users\qurra\temp\temp\event\target\generated-sources\groovy-stubs\test\org\apache\shiro\event\support\SimpleSubscriber.java,9
temp,org.apache.shiro.event.support,SingleArgumentMethodEventListenerTest,0,0,7,7,17,7,0,0,-1.0,0,0,C:\Users\qurra\temp\temp\event\target\generated-sources\groovy-stubs\test\org\apache\shiro\event\support\SingleArgumentMethodEventListenerTest.java,10
temp,org.apache.shiro.event.support,SubclassTestSubscriber,0,0,8,8,21,8,0,1,-1.0,0,2,C:\Users\qurra\temp\temp\event\target\generated-sources\groovy-stubs\test\org\apache\shiro\event\support\SubclassTestSubscriber.java,9
temp,org.apache.shiro.event.support,TestSubscriber,0,0,12,12,31,12,2,0,-1.0,0,2,C:\Users\qurra\temp\temp\event\target\generated-sources\groovy-stubs\test\org\apache\shiro\event\support\TestSubscriber.java,9
temp,org.jsecurity.samples.spring,BootstrapDataPopulator,3,0,3,3,49,3,0,0,0.6666666666666666,0,0,C:\Users\qurra\temp\temp\samples\spring\src\org\jsecurity\samples\spring\BootstrapDataPopulator.java,29
temp,org.jsecurity.samples.spring,DefaultSampleManager,2,0,5,5,47,11,0,1,0.0,0,3,C:\Users\qurra\temp\temp\samples\spring\src\org\jsecurity\samples\spring\DefaultSampleManager.java,27
temp,org.jsecurity.samples.spring,SampleManager,0,0,5,0,29,5,1,0,-1.0,2,0,C:\Users\qurra\temp\temp\samples\spring\src\org\jsecurity\samples\spring\SampleManager.java,24
temp,org.jsecurity.samples.spring.ui,WebStartDriver,0,0,1,1,10,1,0,0,-1.0,0,0,C:\Users\qurra\temp\temp\samples\spring\src\org\jsecurity\samples\spring\ui\WebStartDriver.java,23
temp,org.jsecurity.samples.spring.ui,WebStartView,8,0,6,5,93,11,0,0,0.3333333333333333,1,2,C:\Users\qurra\temp\temp\samples\spring\src\org\jsecurity\samples\spring\ui\WebStartView.java,34
temp,org.jsecurity.samples.spring.web,IndexController,1,0,4,1,31,4,0,0,0.5,0,4,C:\Users\qurra\temp\temp\samples\spring\src\org\jsecurity\samples\spring\web\IndexController.java,34
temp,org.jsecurity.samples.spring.web,JnlpController,1,0,2,1,36,5,0,0,0.0,0,3,C:\Users\qurra\temp\temp\samples\spring\src\org\jsecurity\samples\spring\web\JnlpController.java,32
temp,org.jsecurity.samples.spring.web,LoginCommand,2,0,4,4,21,4,0,0,0.5,1,0,C:\Users\qurra\temp\temp\samples\spring\src\org\jsecurity\samples\spring\web\LoginCommand.java,21
temp,org.jsecurity.samples.spring.web,LoginController,1,0,2,1,34,4,0,0,0.0,0,3,C:\Users\qurra\temp\temp\samples\spring\src\org\jsecurity\samples\spring\web\LoginController.java,31
temp,org.jsecurity.samples.spring.web,LogoutController,0,0,1,0,18,3,0,0,-1.0,0,2,C:\Users\qurra\temp\temp\samples\spring\src\org\jsecurity\samples\spring\web\LogoutController.java,30
temp,org.jsecurity.samples.spring.web,SessionValueCommand,1,0,2,2,14,2,0,0,0.0,1,0,C:\Users\qurra\temp\temp\samples\spring\src\org\jsecurity\samples\spring\web\SessionValueCommand.java,21
temp,org.jsecurity.samples.sprhib.eis,DataAccessObject,0,0,6,0,17,6,1,0,-1.0,0,0,C:\Users\qurra\temp\temp\samples\spring-hibernate\src\org\jsecurity\samples\sprhib\eis\DataAccessObject.java,24
temp,org.jsecurity.samples.sprhib.eis,PrimaryClassDAO,0,0,5,0,35,5,0,1,-1.0,0,0,C:\Users\qurra\temp\temp\samples\spring-hibernate\src\org\jsecurity\samples\sprhib\eis\PrimaryClassDAO.java,26
temp,org.jsecurity.samples.sprhib.eis.hibernate,GenericEnumUserType,10,0,15,15,112,18,0,0,0.6666666666666666,0,0,C:\Users\qurra\temp\temp\samples\spring-hibernate\src\org\jsecurity\samples\sprhib\eis\hibernate\GenericEnumUserType.java,34
temp,org.jsecurity.samples.sprhib.eis.hibernate,HibernateDAO,1,0,73,73,256,74,1,0,0.9315068493150684,0,0,C:\Users\qurra\temp\temp\samples\spring-hibernate\src\org\jsecurity\samples\sprhib\eis\hibernate\HibernateDAO.java,38
temp,org.jsecurity.samples.sprhib.eis.hibernate,PrimaryClassHibernateDAO,1,0,7,6,30,8,0,1,0.0,0,0,C:\Users\qurra\temp\temp\samples\spring-hibernate\src\org\jsecurity\samples\sprhib\eis\hibernate\PrimaryClassHibernateDAO.java,27
temp,org.jsecurity.samples.sprhib.entity,Entity,3,0,11,11,93,14,0,1,0.36363636363636365,3,1,C:\Users\qurra\temp\temp\samples\spring-hibernate\src\org\jsecurity\samples\sprhib\entity\Entity.java,26
temp,org.jsecurity.samples.sprhib.entity,Identifiable,0,0,1,0,8,1,1,0,-1.0,0,0,C:\Users\qurra\temp\temp\samples\spring-hibernate\src\org\jsecurity\samples\sprhib\entity\Identifiable.java,21
temp,org.jsecurity.samples.sprhib.party.eis,HibernateUserDAO,0,0,3,3,20,4,0,1,-1.0,0,1,C:\Users\qurra\temp\temp\samples\spring-hibernate\src\org\jsecurity\samples\sprhib\party\eis\HibernateUserDAO.java,24
temp,org.jsecurity.samples.sprhib.party.eis,UserDAO,0,0,2,2,8,2,1,0,-1.0,1,0,C:\Users\qurra\temp\temp\samples\spring-hibernate\src\org\jsecurity\samples\sprhib\party\eis\UserDAO.java,24
temp,org.jsecurity.samples.sprhib.party,Person,8,0,26,26,170,38,1,0,0.07692307692307693,1,2,C:\Users\qurra\temp\temp\samples\spring-hibernate\src\org\jsecurity\samples\sprhib\party\Person.java,26
temp,org.jsecurity.samples.sprhib.party,User,11,3,49,47,350,87,0,1,0.10204081632653061,3,4,C:\Users\qurra\temp\temp\samples\spring-hibernate\src\org\jsecurity\samples\sprhib\party\User.java,33
temp,org.jsecurity.samples.sprhib.security,DefaultRealm,1,0,5,3,26,6,0,0,0.4,0,4,C:\Users\qurra\temp\temp\samples\spring-hibernate\src\org\jsecurity\samples\sprhib\security\DefaultRealm.java,31
temp,org.jsecurity.samples.sprhib.security,Role,7,2,21,21,129,31,0,0,0.14285714285714285,2,4,C:\Users\qurra\temp\temp\samples\spring-hibernate\src\org\jsecurity\samples\sprhib\security\Role.java,28
temp,org.jsecurity.aop,AnnotationMethodInterceptor,1,0,5,4,34,8,0,2,0.0,0,1,C:\Users\qurra\temp\temp\src\org\jsecurity\aop\AnnotationMethodInterceptor.java,24
temp,org.jsecurity.aop,MethodInterceptor,0,0,1,0,8,1,1,0,-1.0,0,1,C:\Users\qurra\temp\temp\src\org\jsecurity\aop\MethodInterceptor.java,21
temp,org.jsecurity.aop,MethodInterceptorSupport,1,0,2,1,13,2,1,1,1.0,0,1,C:\Users\qurra\temp\temp\src\org\jsecurity\aop\MethodInterceptorSupport.java,26
temp,org.jsecurity.aop,MethodInvocation,0,0,3,0,24,3,0,0,-1.0,8,0,C:\Users\qurra\temp\temp\src\org\jsecurity\aop\MethodInvocation.java,23
temp,org.jsecurity.authc,AbstractAuthenticator,2,0,12,8,96,20,0,1,0.16666666666666666,0,6,C:\Users\qurra\temp\temp\src\org\jsecurity\authc\AbstractAuthenticator.java,31
temp,org.jsecurity.authc,Account,0,0,4,0,30,4,1,0,-1.0,24,0,C:\Users\qurra\temp\temp\src\org\jsecurity\authc\Account.java,23
temp,org.jsecurity.authc,AccountException,0,0,4,4,35,4,4,1,-1.0,0,0,C:\Users\qurra\temp\temp\src\org\jsecurity\authc\AccountException.java,21
temp,org.jsecurity.authc,AuthenticationException,0,0,4,4,35,4,2,0,-1.0,8,0,C:\Users\qurra\temp\temp\src\org\jsecurity\authc\AuthenticationException.java,23
temp,org.jsecurity.authc,AuthenticationToken,0,0,2,0,21,2,2,0,-1.0,32,0,C:\Users\qurra\temp\temp\src\org\jsecurity\authc\AuthenticationToken.java,23
temp,org.jsecurity.authc,Authenticator,0,0,1,1,24,1,1,0,-1.0,1,1,C:\Users\qurra\temp\temp\src\org\jsecurity\authc\Authenticator.java,21
temp,org.jsecurity.authc,ConcurrentAccessException,0,0,4,4,35,4,0,2,-1.0,0,0,C:\Users\qurra\temp\temp\src\org\jsecurity\authc\ConcurrentAccessException.java,21
temp,org.jsecurity.authc,CredentialsException,0,0,4,4,35,4,2,1,-1.0,0,0,C:\Users\qurra\temp\temp\src\org\jsecurity\authc\CredentialsException.java,21
temp,org.jsecurity.authc,DisabledAccountException,0,0,4,4,36,4,1,2,-1.0,0,0,C:\Users\qurra\temp\temp\src\org\jsecurity\authc\DisabledAccountException.java,21
temp,org.jsecurity.authc,ExcessiveAttemptsException,0,0,4,4,35,4,0,2,-1.0,0,0,C:\Users\qurra\temp\temp\src\org\jsecurity\authc\ExcessiveAttemptsException.java,21
temp,org.jsecurity.authc,ExpiredCredentialsException,0,0,4,4,35,4,0,2,-1.0,0,0,C:\Users\qurra\temp\temp\src\org\jsecurity\authc\ExpiredCredentialsException.java,21
temp,org.jsecurity.authc,IncorrectCredentialsException,0,0,4,4,35,4,0,2,-1.0,0,0,C:\Users\qurra\temp\temp\src\org\jsecurity\authc\IncorrectCredentialsException.java,21
temp,org.jsecurity.authc,InetAuthenticationToken,0,0,1,0,12,1,1,1,-1.0,0,0,C:\Users\qurra\temp\temp\src\org\jsecurity\authc\InetAuthenticationToken.java,23
temp,org.jsecurity.authc,LockedAccountException,0,0,4,4,35,4,0,3,-1.0,0,0,C:\Users\qurra\temp\temp\src\org\jsecurity\authc\LockedAccountException.java,21
temp,org.jsecurity.authc,LogoutAware,0,0,1,1,12,1,1,0,-1.0,0,1,C:\Users\qurra\temp\temp\src\org\jsecurity\authc\LogoutAware.java,23
temp,org.jsecurity.authc,RememberMeAuthenticationToken,0,0,1,0,12,1,1,1,-1.0,0,0,C:\Users\qurra\temp\temp\src\org\jsecurity\authc\RememberMeAuthenticationToken.java,21
temp,org.jsecurity.authc,SimpleAccount,5,0,16,16,132,28,0,1,0.125,1,4,C:\Users\qurra\temp\temp\src\org\jsecurity\authc\SimpleAccount.java,30
temp,org.jsecurity.authc,UnknownAccountException,0,0,4,4,35,4,0,2,-1.0,0,0,C:\Users\qurra\temp\temp\src\org\jsecurity\authc\UnknownAccountException.java,21
temp,org.jsecurity.authc,UsernamePasswordToken,4,0,21,21,203,24,0,2,0.09523809523809523,7,0,C:\Users\qurra\temp\temp\src\org\jsecurity\authc\UsernamePasswordToken.java,23
temp,org.jsecurity.authc,ConcurrentAccessExceptionTest,0,0,1,0,8,1,0,0,-1.0,0,0,C:\Users\qurra\temp\temp\test\org\jsecurity\authc\ConcurrentAccessExceptionTest.java,23
temp,org.jsecurity.authc,ExcessiveAttemptsExceptionTest,0,0,1,0,8,1,0,0,-1.0,0,0,C:\Users\qurra\temp\temp\test\org\jsecurity\authc\ExcessiveAttemptsExceptionTest.java,23
temp,org.jsecurity.authc,ExpiredCredentialsExceptionTest,0,0,1,0,8,1,0,0,-1.0,0,0,C:\Users\qurra\temp\temp\test\org\jsecurity\authc\ExpiredCredentialsExceptionTest.java,23
temp,org.jsecurity.authc,IncorrectCredentialsExceptionTest,0,0,1,0,8,1,0,0,-1.0,0,0,C:\Users\qurra\temp\temp\test\org\jsecurity\authc\IncorrectCredentialsExceptionTest.java,23
temp,org.jsecurity.authc,LockedAccountExceptionTest,0,0,1,0,8,1,0,0,-1.0,0,0,C:\Users\qurra\temp\temp\test\org\jsecurity\authc\LockedAccountExceptionTest.java,23
temp,org.jsecurity.authc,UnknownAccountExceptionTest,0,0,1,0,8,1,0,0,-1.0,0,0,C:\Users\qurra\temp\temp\test\org\jsecurity\authc\UnknownAccountExceptionTest.java,23
temp,org.jsecurity.authc.credential,AllowAllCredentialsMatcher,0,0,1,1,17,1,0,1,-1.0,2,2,C:\Users\qurra\temp\temp\src\org\jsecurity\authc\credential\AllowAllCredentialsMatcher.java,24
temp,org.jsecurity.authc.credential,CredentialsMatcher,0,0,1,0,19,1,2,0,-1.0,7,2,C:\Users\qurra\temp\temp\src\org\jsecurity\authc\credential\CredentialsMatcher.java,24
temp,org.jsecurity.authc.credential,HashedCredentialsMatcher,3,0,11,6,111,14,6,2,0.18181818181818182,0,5,C:\Users\qurra\temp\temp\src\org\jsecurity\authc\credential\HashedCredentialsMatcher.java,28
temp,org.jsecurity.authc.credential,Md2CredentialsMatcher,0,0,2,0,13,2,0,3,-1.0,0,0,C:\Users\qurra\temp\temp\src\org\jsecurity\authc\credential\Md2CredentialsMatcher.java,25
temp,org.jsecurity.authc.credential,Md5CredentialsMatcher,0,0,2,0,13,2,0,3,-1.0,0,0,C:\Users\qurra\temp\temp\src\org\jsecurity\authc\credential\Md5CredentialsMatcher.java,25
temp,org.jsecurity.authc.credential,Sha1CredentialsMatcher,0,0,2,0,13,2,0,3,-1.0,0,0,C:\Users\qurra\temp\temp\src\org\jsecurity\authc\credential\Sha1CredentialsMatcher.java,25
temp,org.jsecurity.authc.credential,Sha256CredentialsMatcher,0,0,2,0,13,2,0,3,-1.0,0,0,C:\Users\qurra\temp\temp\src\org\jsecurity\authc\credential\Sha256CredentialsMatcher.java,25
temp,org.jsecurity.authc.credential,Sha384CredentialsMatcher,0,0,2,0,13,2,0,3,-1.0,0,0,C:\Users\qurra\temp\temp\src\org\jsecurity\authc\credential\Sha384CredentialsMatcher.java,25
temp,org.jsecurity.authc.credential,Sha512CredentialsMatcher,0,0,2,0,13,2,0,3,-1.0,0,0,C:\Users\qurra\temp\temp\src\org\jsecurity\authc\credential\Sha512CredentialsMatcher.java,25
