Project Name,Package Name,Architecture Smell,Cause of the Smell
temp,org.jsecurity.util,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: org.jsecurity.util; org.jsecurity.mgt; org.jsecurity.authz.permission
temp,org.jsecurity.util,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: org.jsecurity.util; org.jsecurity.authz.permission; org.jsecurity.authz; org.jsecurity.subject
temp,org.jsecurity.util,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: org.jsecurity.util; org.jsecurity.authz.permission; org.jsecurity.authz; org.jsecurity.subject; org.jsecurity.io
temp,org.jsecurity.util,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): org.jsecurity.authz.permission; org.jsecurity.mgt; org.jsecurity.subject
temp,org.jsecurity.util,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [AntPathMatcher; StringUtils; StringUtilsTest; PermissionUtils]; [ClassUtils; InstantiationException; JavaEnvironment; UnknownClassException]; [CollectionUtils]; [Destroyable; LifecycleUtils; Initializable]; [JdbcUtils]; [Nameable]; [ThreadContext]; [UnavailableConstructorException]. LCC (Lack of Component Cohesion) = 0.5
temp,org.jsecurity.web.config,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: org.jsecurity.web.config; org.jsecurity.web.servlet
temp,org.jsecurity.web.config,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): org.jsecurity.config; org.jsecurity.web.servlet
temp,org.jsecurity.web,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: org.jsecurity.web; org.jsecurity.web.session
temp,org.jsecurity.web,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: org.jsecurity.web; org.jsecurity.web.session; org.jsecurity.web.servlet
temp,org.jsecurity.web,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): org.jsecurity.web.session
temp,org.jsecurity.web.filter.authc,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [AnonymousFilter]; [AuthenticationFilter; BasicHttpAuthenticationFilter; FormAuthenticationFilter; PassThruAuthenticationFilter]; [UserFilter]. LCC (Lack of Component Cohesion) = 0.5
temp,org.jsecurity.web.servlet,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: org.jsecurity.web.servlet; org.jsecurity.web.config
temp,org.jsecurity.web.servlet,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: org.jsecurity.web.servlet; org.jsecurity.web; org.jsecurity.web.session
temp,org.jsecurity.web.servlet,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [AdviceFilter; OncePerRequestFilter; ServletContextSupport; JSecurityFilter; JSecurityHttpServletRequest; ObjectPrincipal; JSecurityHttpServletResponse; JSecurityHttpSession; JSecurityFilterTest]; [FilterChainWrapper]. LCC (Lack of Component Cohesion) = 0.2
temp,org.jsecurity.web.session,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: org.jsecurity.web.session; org.jsecurity.web
temp,org.jsecurity.web.session,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: org.jsecurity.web.session; org.jsecurity.web.servlet; org.jsecurity.web
temp,org.apache.shiro.spring.config,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [ShiroBeanConfigurationTest]; [ShiroConfigurationTest]; [ShiroConfigurationWithOptionalComponentsTest]; [ShiroEventBusAwareBeanPostProcessorTest]; [ShiroWebConfigurationTest]; [ShiroWebFilterConfigurationTest]; [FilterConfiguration]; [ExpectedTestFilter]. LCC (Lack of Component Cohesion) = 1.0
