Project Name,Package Name,Architecture Smell,Cause of the Smell
temp,org.apache.shiro.realm.text,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: org.apache.shiro.realm.text; org.apache.shiro.config; org.apache.shiro.mgt
temp,org.apache.shiro.session,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [ExpiredSessionException]; [InvalidSessionException]; [ProxiedSession]; [Session]; [SessionException]; [SessionListener; SessionListenerAdapter]; [StoppedSessionException]; [UnknownSessionException]. LCC (Lack of Component Cohesion) = 0.89
temp,org.apache.shiro.session.mgt,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): org.apache.shiro.session.mgt.eis
temp,org.apache.shiro.session.mgt,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [AbstractNativeSessionManager]; [AbstractSessionManager; SessionManager; ValidatingSessionManager; AbstractValidatingSessionManagerTest; DelegatingSessionTest]; [AbstractValidatingSessionManager; ValidatingSession]; [DefaultSessionContext]; [DefaultSessionKey; SessionKey]; [DefaultSessionManager; ExecutorServiceSessionValidationScheduler; SimpleSession]; [DelegatingSession]; [ImmutableProxiedSession]; [NativeSessionManager]; [SessionContext]; [SessionFactory]; [SessionValidationScheduler]; [SimpleSessionFactory]; [DefaultSessionManagerTest]; [SessionTimeoutMatcher]; [SimpleSessionTest]. LCC (Lack of Component Cohesion) = 0.67
temp,org.apache.shiro.session.mgt.eis,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [AbstractSessionDAO]; [CachingSessionDAO]; [EnterpriseCacheSessionDAO]; [JavaUuidSessionIdGenerator]; [MemorySessionDAO]; [RandomSessionIdGenerator]; [SessionDAO]; [SessionIdGenerator]. LCC (Lack of Component Cohesion) = 1.0
temp,org.apache.shiro.subject,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: org.apache.shiro.subject; org.apache.shiro
temp,org.apache.shiro.subject,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: org.apache.shiro.subject; org.apache.shiro.config; org.apache.shiro.mgt
temp,org.apache.shiro.subject,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: org.apache.shiro.subject; org.apache.shiro.config; org.apache.shiro.mgt; org.apache.shiro.subject.support
temp,org.apache.shiro.subject,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): org.apache.shiro.config; org.apache.shiro.mgt
temp,org.apache.shiro.subject,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [ExecutionException]; [MutablePrincipalCollection]; [PrincipalCollection; PrincipalMap]; [SimplePrincipalCollection]; [SimplePrincipalMap]; [Subject; DelegatingSubjectTest]; [Builder]; [SubjectContext]. LCC (Lack of Component Cohesion) = 0.8
temp,org.apache.shiro.subject.support,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: org.apache.shiro.subject.support; org.apache.shiro.mgt
temp,org.apache.shiro.subject.support,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: org.apache.shiro.subject.support; org.apache.shiro.subject; org.apache.shiro.mgt
temp,org.apache.shiro.subject.support,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): org.apache.shiro.mgt
temp,org.apache.shiro.subject.support,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [DefaultSubjectContext]; [DelegatingSubject; DisabledSessionException]; [StoppingAwareProxiedSession]; [SubjectCallable]; [SubjectRunnable]; [SubjectThreadState]. LCC (Lack of Component Cohesion) = 0.86
temp,org.apache.shiro.util,God Component,The tool detected the smell in this component because the component contains high number of classes. Number of classes in the component are: 32
temp,org.apache.shiro.util,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: org.apache.shiro.util; org.apache.shiro.codec
temp,org.apache.shiro.util,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): org.apache.shiro.codec
temp,org.apache.shiro.util,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [AbstractFactory; Factory]; [AntPathMatcher; StringUtils; StringUtilsTest; CollectionUtils; MapContext; ThreadContext; PermissionUtils]; [ByteSource; Util; SimpleByteSource; BytesHelper]; [ClassUtils; ClassLoaderAccessor; ExceptionIgnoringAccessor; InstantiationException; UnknownClassException]; [Destroyable; LifecycleUtils; Initializable]; [JavaEnvironment]; [JdbcUtils]; [Nameable]; [PatternMatcher]; [RegExPatternMatcher]; [SoftHashMap; SoftValue]; [InheritableThreadLocalMap]; [ThreadState]; [UnavailableConstructorException]; [RegExPatternMatcherTest]. LCC (Lack of Component Cohesion) = 0.47
temp,org.apache.shiro.test,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [AbstractShiroTest; ExampleShiroUnitTest]; [ExampleShiroIntegrationTest]; [SecurityManagerTestSupport]; [AbstractContainerTest; PauseableServer; ContainerIntegrationTest]. LCC (Lack of Component Cohesion) = 0.57
temp,org.apache.shiro.event.support,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [AnnotationEventListenerResolverTest]; [BarEvent; BazEvent; FooEvent; SubclassTestSubscriber; TestSubscriber; ErroneouslyAnnotatedSubscriber; ErrorCausingEvent; ExceptionThrowingSubscriber]; [DefaultEventBusTest]; [EventClassComparatorTest]; [EventListenerComparatorTest]; [InvalidMethodModifierSubscriber]; [NotAnnotatedSubscriber]; [SimpleEvent; SimpleSubscriber]; [SingleArgumentMethodEventListenerTest]. LCC (Lack of Component Cohesion) = 0.53
temp,org.apache.shiro.samples.aspectj.bank,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [Account; AccountTransaction; SecureBankService]; [AccountNotFoundException]; [BankServerRunner]; [BankService]; [TxLog]; [BankServiceException]; [InactiveAccountException]; [NotEnoughFundsException]; [SecureBankServiceTest]. LCC (Lack of Component Cohesion) = 0.82
temp,org.apache.shiro.samples.spring.web,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [IndexController]; [JnlpController]; [LoginCommand]; [LoginController]; [LogoutController]; [SessionValueCommand]. LCC (Lack of Component Cohesion) = 1.0
temp,org.apache.shiro.samples.sprhib.web,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [CurrentUserInterceptor]; [EditUserCommand; EditUserValidator]; [HomeController]; [LoginCommand; LoginValidator]; [ManageUsersController]; [SecurityController]; [SignupCommand; SignupValidator]; [SignupController]. LCC (Lack of Component Cohesion) = 0.73
temp,org.apache.shiro.aspectj,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [ShiroAnnotationAuthorizingAspect]; [AspectjAnnotationsAuthorizingMethodInterceptor; BeforeAdviceMethodInvocationAdapter; DummyServiceTest]; [DummyService]; [RestrictedDummyService]; [SecuredDummyService]. LCC (Lack of Component Cohesion) = 0.71
temp,org.apache.shiro.guice.aop,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [AopAllianceMethodInterceptorAdapter]; [AopAllianceMethodInvocationAdapter; AopAllianceMethodInterceptorAdapterTest]; [ShiroAopModule]; [AopAllianceMethodInvocationAdapterTest]; [ShiroAopModuleTest; MyAnnotationMethodInterceptor]; [MyAnnotationHandler]. LCC (Lack of Component Cohesion) = 0.75
temp,org.apache.shiro.guice,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: org.apache.shiro.guice; org.apache.shiro.guice.web
